ï»¿PlantID,Site,Easting,Northing,Operator,Sector, Emission ,Region,Latitude,Longitude
14955,Telehouse London,538784,181130,Telehouse International Corporation of Europe Ltd,Commercial,63.21281727,England,51.51205822559012,-0.0014300220065015569
9698,Locher Works,239430,664579,N C T Leather Ltd,"Textiles, clothing, leather & footwear",63.11654771,Scotland,55.84760774711358,-4.566295647499993
9633,BT Tower,529200,181800,BT Plc,Commercial,61.06579909,England,51.52035016786485,-0.139214738933881
14657,Stevenage Data Centre,522734,224290,Fujitsu Services Ltd,Commercial,59.94240545,England,51.90364072250213,-0.21741071068478823
14656,Thurrock Data Centre,557679,177926,Fujitsu Services Ltd,Commercial,58.11149182,England,51.47831974585554,0.269212141930375
13719,Horizon Centre,491800,292100,Lloyds Banking Group plc,Commercial,55.63098,England,52.519059598514026,-0.6485270688497456
40526,LD9 Generator System,520971,182728,Equinix (UK) Ltd,Commercial,54.97864909,England,51.53051099025932,-0.25744113582402217
43115,Stowmarket A,606332,256917,Precise Energy Ltd,Commercial,54.7404,England,52.17192011933148,1.0159505552155836
43116,Stowmarket B,606332,256917,Valence Power Ltd,Commercial,54.6795,England,52.17192011933148,1.0159505552155836
40716,LON1 Data Centre,550897,185371,NTT Global Data Centers EMEA UK Ltd,Commercial,53.08827,England,51.54706108753494,0.1748114612063778
14943,NOVA Victoria,528977,179228,Victoria Circle Ltd Partnership,Commercial,50.9496,England,51.49728723106341,-0.14336693279544174
14947,Citigroup Centre,537628,180209,CIB Properties Ltd,Commercial,46.80717818,England,51.50406457087412,-0.01843706092212531
14229,Welwyn Garden City,525354,212819,Colt Data Centre Services UK Ltd,Commercial,45.98830364,England,51.799975116998546,-0.1835039064425751
14226,"LHR14 Backup Generators, Watford",508913,195083,Digital Realty (UK) Ltd,Commercial,44.72187,England,51.644009290127705,-0.42736908124735035
14980,Heathrow Data Centre - Standby Generators,511337,175616,Morgan Stanley UK Group,Commercial,44.19479182,England,51.46856865410778,-0.39850870196138954
40514,LD7 Generator System,494857,181627,Equinix (UK) Ltd,Commercial,44.08783909,England,51.52560026998911,-0.6340731404857838
14223,"LGW13 Backup Generators, Crowdon",529734,166697,Digital Realty (UK) Ltd,Commercial,41.69326909,England,51.384500744783736,-0.13705596511336446
9605,Greenford,465000,105000,IBM,Electrical engineering,41.45454545,England,50.84088477425685,-1.0782143749702358
14671,London,538466,181020,Global Switch Ltd,Commercial,39.98599364,England,51.51114771736815,-0.006052772132348491
11084,Northolt Data Centre,513590,184190,Barclays Capital Services Ltd,Commercial,38.09378182,England,51.54518266255668,-0.3633282414000053
14653,LGW15 -Back up Generators,527552,137977,Digital Crawley 1 SARL,Commercial,37.73214545,England,51.12688048282664,-0.1786241422800324
13718,"25 Bank Street, Canary Wharf",537500,180100,J P Morgan Chase Bank,Commercial,35.43489545,England,51.50311621490407,-0.020322563230610872
13723,Romford North,550524,189490,ISDC Developments (No2) Ltd,Commercial,35.10667636,England,51.58416945352111,0.1711988520128989
8896,Baynard House,531850,180950,BT Plc,Commercial,32.94530182,England,51.51209985318374,-0.10135991244209974
40275,West Drayton,507172,180132,Virtus LONDON 5 Ltd,Commercial,32.50575545,England,51.50996274551056,-0.4570774862133805
40268,LD10 (Generator System),495567,181087,Equinix (UK) Ltd,Commercial,29.16100909,England,51.52062674034877,-0.6239882796094178
14938,Winnersh - LO6,477839,171730,Cyxtera Technology UK Ltd,Commercial,29.13440455,England,51.43922727522071,-0.8815021966351361
14663,Hemel Hempstead,507577,208506,Gyron Internet Ltd,Commercial,28.82083909,England,51.764909857990524,-0.44253222982347545
14228,Powergate Business Park,520940,182680,Colt Data Centre Services UK Ltd,Commercial,28.74256909,England,51.530086236121946,-0.2579042855272013
14680,Slough,495604,181142,Virtus Holdco Ltd,Commercial,26.29911273,England,51.5211148723168,-0.6234402605118681
14937,Slough - LO1 & LO5,496011,180639,Cyxtera Technology UK Ltd,Commercial,25.89773727,England,51.5165245433205,-0.6177128244089523
8956,IBM North Harbour,465000,105000,Johnson Controls Ltd,Commercial,25.76905091,England,50.84088477425685,-1.0782143749702358
43103,LD11 Data Centre,494608,181343,Equinix (UK) Ltd,Commercial,23.79262364,England,51.523089146054055,-0.6377374425484807
9638,Reigate Computer Centre,523500,150700,BT Plc,Commercial,23.27357727,England,51.242117848208565,-0.23212885969418928
13728,Interxion London Campus,533827,181923,Interxion Carrier Hotel Ltd,Commercial,22.74586636,England,51.52037919149054,-0.07251834142109077
